04fdcce0e43844b183d4cf5687188e3645fda4b28f5dbb4c8097b78a04fd4e7887bc343dc4dd217f2a186e2de5110aa2e92d4a72f3d27468b35d806a8a1c66ad22 JUNK
580b2c7bc968a087cf1d7b8fd6b82796,ab31b912b2169a6fb39f44bbab54c080ee15136e60d0ba9ed06eb82a4a5f43dd,7de8e6554f677bb471677d149d5be0124d4df677eac551613fed7f49137c84ea,1430342912
d0da63583eddffef2b5b3fb6cef94a3a,9147e15e7d96704d194f8ee1c3829a577224a14480b6d9c8ffec009e3a28af94,bc9250aff254a11f46d34c648668d863ebb4de612e7e4cc6095af382fd597ddb,1385960817
0c7b8dc716c9396dc31e2d7bda8e2f63,049973dd72bdf9e585f0edeb40d5ae04da49a1c7b1dc2edf10a11f3513b7e32e,8b35720d52c05b6f9dd5ffd22685ef8627a2e31b98c623a35ee1ac30da36c920,1386316061
818e3b78fb43eb28fbf56ca2b726fb9a,da88f0262ecc4d462db9b6c4ab6e2913c831a0f22687c395cf6d497d7bb2c6f2,3350151a3b60c53e84cac96dbc58fe6f988128215441e0ecd126d32e67f4fa90,1386256694
0da7d436746f540380f33715b5b60730,d0349a1a196db3dee5a9db82100da7f580ded30018417a0adb53afdf390178be,7a8a4458076d719a29ee4a0d5fa2ef70d5c27c1cae428080f1decfa50b5db4a7,1406233072
d28b25b7c056ad5231751d9e315174dd,dd54bb3121313831668284dd4df506437249f26900020f5626d2ad23c4f0a764,e338ec681ea8a776b3305fa18e3c1ee520b949f5bae39433940ff812018b2a11,1426170110
0ff10cfcd72a9b2215008cc8f1afe62c,b40e687519a8ee55ae5a19f2b976a0353102bd452cade050313121cbb46c9c14,ad5764bed18e2205a52522e91fbd13c678737dd02bd973c2a0bee61c1a7b3536,1426163911
865a33399479abc429b5f5274dec186f,bda16ff1595bba4eb6d1e27199b9673aa9c0469a393d97b9aa4a934a17124061,1b7841b6cffe61245b4284f909c988b63bc887ede6c3da32454e845807e61366,1426100969
285ad70ced57c654d1f1352f7ef2df60,436a9a48708bffaa0cce20008b4d61f5bf8b833fc1380c5de4a1161c3d96ffe9,e3d55f689c49b3b3e54cffb729789e2dddb83933c526f4515c4822f64819cf78,1326378107
f6b014da29985a7c07153f0218b61b21,8728cd2ad8fc42f587710710112162b346207fc43b8f4adc8d26a33e3ecc1fe4,ed23dc5be2c45ad3d2e0f660f8b9b2d22ee86b61ad40edb4e9038e0695b88f7b,1406209945
0307ec24591e5c4b4ecaee75b76be48a,43a94bd9328a565cff85327fff2564fe5473be46ac9621ea54c5766e4a4f77ca,2790f90c9dc6670e3df22a13ba8e0fd2b9bd69d462682e87781f088cf9b8db23,1406156063
d48a5f76cdd310ac30a7b70c21e09f43,c7d5e60f36a1c9860cf79d88252d9a650ab85c5cd410ed358765de2fe75866bf,abc1ec271fa27b9ef12b1c000d22f753487ce526877c2b98487cab1f73e8be77,1425835847
7540dcd9e497c6ec1478e1294308db84,6111196c771836ae1a7ca8248a1c055f4f52439dd0a3fa6d675c95081c18ae5b,690c64a6d85ef3cff5923c42d2cc524531d78f1ec229bbd43baa05218afef030,1366336822
608beb3a2e2a3ae9379e67cec1614d04,3039d1985b96849a5f5a8dd2196b7d0939db1f2237a37212ac426b835561b148,229bf11057efbf38e66dd4bf528b100d835e6809c69405f78f4bdf144b3a39aa,1425820827
77d19034cbf92b2f1741b9256c02d6dc,ee2e83d859131163c24b68a6fb17e538db927b94d38ced77d5e99e2720ce98ab,46eb344443c020cdfb032e784c8e206337dd6198ab7f703e3efc57ecd1c19071,1406755924
f0e246616c7f92a3b69927f08f1bde6f,26b199ede92620c7f8afb2399728555609ac50670362367a0d242c03a1239507,44d05336248be7a7f3075642c8cc204e47b9bcfd917a7b533abf635f58aa34b3,1406169176
56d0929bc15ed31f05f96893d4c52766,2f376a953058e07f130570eba647c6ccd7986196439bb51c0fc42a59d4782460,30fd26dd9787f09fb1341f79b3c13bb3b6b24b18159974e4797e53b99e31ba36,1426120042
2916e7a4fca6c2db7912c3062e9f7f81,a51d4fc93c3f589232dde75560d379c7bc00c11baadf8774a01798b54a3a69ae,06185d11ba0ed5de552ebe9c4a23d087bfce5a492b962e695d81cb0194dfa3af,1406131982
4c5c8610139a6cda2ba0861fef40659c,b60ad5cd652d05a9d7bc96bc0cb40750a0ac0eab7b6939ce30e8f1e3d4f38204,7589211b05ee4e894ecadb2b49a7f67fdb9552d2a54709299c451a7b8b32877d,1406141996
a85e014efdd5f5fd721f0db53f514c05,8cda58f40ad295a22213c10af09d1f01af964124056d94442106d3f7de31bee0,f8c584e01a2d6266daaefa961abfb23273adc793c3e04eb38d15349db3118b18,1346336841
